Type|Date|Source|Description|Reference|Currency|Debit (Source)|Credit (Source)|Debit (AUD)|Credit (AUD)|Running Balance (AUD)
Sales - Norwest Private Hospital|02 Aug 2024|Receivable Invoice|Norwest Private - Tesera-k SA Cage - 31mm X 26mm x 13mm, 12 Deg Lordosis  - IY054 - 354092 (1067-131-613)|NWE887219|AUD|0.00|5,948.00|0.00|5,948.00|5,948.00
Sales - Allograft|02 Aug 2024|Receivable Invoice|Norwest Private - ENHANCE Demineralized Cortical Fibers Medium 2.5cc Freeze-Dried - CAA17 - 299298 (AU422204)|NWE887219|AUD|0.00|4,892.00|0.00|4,892.00|4,892.00
Sales - Norwest Private Hospital|09 Aug 2024|Receivable Invoice|Norwest Private - Noraker Glass Boneputty 2.5cc - IY001 - 341771 (GB-IP 2.5)|NWE887328|AUD|0.00|1,026.00|0.00|1,026.00|1,026.00
Sales - Norwest Private Hospital|09 Aug 2024|Receivable Invoice|Norwest Private - Disposable Caspar Pin, 14mm - N/A - 236041 (132-20-0002)|NWE887328|AUD|0.00|370.00|0.00|370.00|370.00
Sales - Norwest Private Hospital|09 Aug 2024|Receivable Invoice|Norwest Private - Tesera SC Locking Plate - IY057 - 354092 (1050-003-004)|NWE887328|AUD|0.00|782.00|0.00|782.00|782.00
Sales - Norwest Private Hospital|09 Aug 2024|Receivable Invoice|Norwest Private - Tesera SC Cage - Medium, 7 Deg, 16 x 13.5 x 6 mm - IY055 - 354092 (1050-216-306)|NWE887328|AUD|0.00|8,324.00|0.00|8,324.00|8,324.00
Sales - Norwest Private Hospital|09 Aug 2024|Receivable Invoice|Norwest Private - Tesera SC Screw, Self-Drilling - 3.5 x 14 mm - IY056 - 354092 (1050-135-014)|NWE887328|AUD|0.00|744.00|0.00|744.00|744.00
Sales - Norwest Private Hospital|01 Aug 2024|Receivable Invoice|Norwest Private - Noraker Glass Boneputty 1cc - IY001 - 341771 (GB-IP 1.0)|NWE887329|AUD|0.00|1,026.00|0.00|1,026.00|1,026.00
Sales - Norwest Private Hospital|01 Aug 2024|Receivable Invoice|Norwest Private - Disposable Caspar Pin, 14mm - N/A - 236041 (132-20-0002)|NWE887329|AUD|0.00|370.00|0.00|370.00|370.00
Sales - Norwest Private Hospital|01 Aug 2024|Receivable Invoice|Norwest Private - Tesera SC Locking Plate - IY057 - 354092 (1050-003-004)|NWE887329|AUD|0.00|391.00|0.00|391.00|391.00
Sales - Norwest Private Hospital|01 Aug 2024|Receivable Invoice|Norwest Private - Tesera SC Cage - Medium, 7 Deg, 16 x 13.5 x 8 mm - IY055 - 354092 (1050-216-308)|NWE887329|AUD|0.00|4,162.00|0.00|4,162.00|4,162.00
Sales - Norwest Private Hospital|01 Aug 2024|Receivable Invoice|Norwest Private - Tesera SC Screw, Self-Drilling - 3.5 x 14 mm - IY056 - 354092 (1050-135-014)|NWE887329|AUD|0.00|186.00|0.00|186.00|186.00
Sales - Norwest Private Hospital|01 Aug 2024|Receivable Invoice|Norwest Private - Tesera SC Screw, Self-Drilling - 3.5 x 16 mm - IY056 - 354092 (1050-135-016)|NWE887329|AUD|0.00|372.00|0.00|372.00|372.00
Sales - Norwest Private Hospital|01 Aug 2024|Receivable Invoice|Norwest Private - Noraker Glass Boneputty 1cc - IY001 - 341771 (GB-IP 1.0)|NWE887330|AUD|0.00|2,052.00|0.00|2,052.00|2,052.00
Sales - Norwest Private Hospital|01 Aug 2024|Receivable Invoice|Norwest Private - Tesera SC Cage - Medium, 7 Deg, 16 x 13.5 x 6 mm - IY055 - 354092 (1050-216-306)|NWE887330|AUD|0.00|4,161.00|0.00|4,161.00|4,161.00
Sales - Norwest Private Hospital|01 Aug 2024|Receivable Invoice|Norwest Private - Tesera SC Locking Plate - IY057 - 354092 (1050-003-004)|NWE887330|AUD|0.00|1,173.00|0.00|1,173.00|1,173.00
Sales - Norwest Private Hospital|01 Aug 2024|Receivable Invoice|Norwest Private - Tesera SC Screw, Self-Drilling - 3.5 x 14 mm - IY056 - 354092 (1050-135-014)|NWE887330|AUD|0.00|1,116.00|0.00|1,116.00|1,116.00
Sales - Norwest Private Hospital|01 Aug 2024|Receivable Invoice|Norwest Private - Tesera SC Cage - Large, 7 Deg, 17.5 x 15 x 6 mm - IY055 - 354092 (1050-217-506)|NWE887330|AUD|0.00|4,161.00|0.00|4,161.00|4,161.00
Sales - Norwest Private Hospital|01 Aug 2024|Receivable Invoice|Norwest Private - Tesera SC Cage - Medium, 12 Deg, 16 x 13.5 x 7 mm - IY055 - 354092 (1050-316-307)|NWE887330|AUD|0.00|4,161.00|0.00|4,161.00|4,161.00
Sales - Norwest Private Hospital|01 Aug 2024|Receivable Invoice|Norwest Private - Tesera SC Screw, Self-Drilling - 3.5 x 12 mm - IY056 - 354092 (1050-135-012)|NWE887330|AUD|0.00|930.00|0.00|930.00|930.00
Sales - Norwest Private Hospital|01 Aug 2024|Receivable Invoice|Norwest Private - Disposable Caspar Pin, 12mm - N/A - 236041 (132-20-0001)|NWE887330|AUD|0.00|370.00|0.00|370.00|370.00
Sales - Norwest Private Hospital|21 Aug 2024|Receivable Invoice|Norwest Private - PCBA Pre-Bent Rod, 25mm - IY025 - 329318 (X31-06-7025)|NWE887796|AUD|0.00|290.00|0.00|290.00|290.00
Sales - Norwest Private Hospital|21 Aug 2024|Receivable Invoice|Norwest Private - PCBA Set Screw - IY011 - 329318 (X31-06-0100)|NWE887796|AUD|0.00|140.00|0.00|140.00|140.00
Sales - Norwest Private Hospital|21 Aug 2024|Receivable Invoice|Norwest Private - PCBA Polyaxial Screw, 3.5x14mm - IY005 - 329318 (X31-06-3514)|NWE887796|AUD|0.00|990.00|0.00|990.00|990.00
Sales - Norwest Private Hospital|21 Aug 2024|Receivable Invoice|Norwest Private - PCBA Set Screw - IY011 - 329318 (X31-06-0100)|NWE887796|AUD|0.00|140.00|0.00|140.00|140.00
Sales - Norwest Private Hospital|21 Aug 2024|Receivable Invoice|Norwest Private - PCBA Polyaxial Screw, 3.5x14mm - IY005 - 329318 (X31-06-3514)|NWE887796|AUD|0.00|990.00|0.00|990.00|990.00
Sales - Norwest Private Hospital|21 Aug 2024|Receivable Invoice|Norwest Private - PCBA Polyaxial Screw, 3.5x14mm - IY005 - 329318 (X31-06-3514)|NWE887796|AUD|0.00|990.00|0.00|990.00|990.00
Sales - Norwest Private Hospital|21 Aug 2024|Receivable Invoice|Norwest Private - PCBA Set Screw - IY011 - 329318 (X31-06-0100)|NWE887796|AUD|0.00|140.00|0.00|140.00|140.00
Sales - Norwest Private Hospital|21 Aug 2024|Receivable Invoice|Norwest Private - PCBA Set Screw - IY011 - 329318 (X31-06-0100)|NWE887796|AUD|0.00|140.00|0.00|140.00|140.00
Sales - Norwest Private Hospital|21 Aug 2024|Receivable Invoice|Norwest Private - PCBA Pre-Bent Rod, 25mm - IY025 - 329318 (X31-06-7025)|NWE887796|AUD|0.00|290.00|0.00|290.00|290.00
Sales - Norwest Private Hospital|21 Aug 2024|Receivable Invoice|Norwest Private - PCBA Polyaxial Screw, 3.5x14mm - IY005 - 329318 (X31-06-3514)|NWE887796|AUD|0.00|1,050.00|0.00|1,050.00|1,050.00
Sales - Norwest Private Hospital|21 Aug 2024|Receivable Invoice|Norwest Private - PCBA Bone Drill - Adjustable, 3.5mm - N/A - 338137 (X31-06-1035)|NWE887796|AUD|0.00|490.00|0.00|490.00|490.00
Sales - Allograft|21 Aug 2024|Receivable Invoice|Norwest Private - ENHANCE Demineralized Cortical Fibers XLarge 10cc Freeze-Dried - CAA23 - 299298 (AU422206)|NWE887796|AUD|0.00|3,155.00|0.00|3,155.00|3,155.00
Sales - Norwest Private Hospital|27 Aug 2024|Receivable Invoice|Norwest Private - Tip Control RF Instrument Bipo - D 2.5mm, WL 280mm - Plug to Radioblator RF 4MHz - Single Use - N/A (4993691)|NWE887942|AUD|0.00|766.38|0.00|766.38|766.38
Sales - Norwest Private Hospital|27 Aug 2024|Receivable Invoice|Norwest Private - Irrigation Tube Set Spike - L 3m with Y-piece (10 PACK) - N/A (4171223)|NWE887942|AUD|0.00|58.50|0.00|58.50|58.50
Sales - Norwest Private Hospital|27 Aug 2024|Receivable Invoice|Norwest Private - Tip Control RF Instrument Bipo - D 2.5mm, WL 280mm - Plug to Radioblator RF 4MHz - Single Use - N/A (4993691)|NWE887943|AUD|0.00|872.37|0.00|872.37|872.37
Sales - Norwest Private Hospital|27 Aug 2024|Receivable Invoice|Norwest Private - Irrigation Tube Set Spike - L 3m with Y-piece (10 PACK) - N/A (4171223)|NWE887943|AUD|0.00|65.48|0.00|65.48|65.48
Sales - Norwest Private Hospital|27 Aug 2024|Receivable Invoice|Norwest Private - Irrigation Tube Set Spike - L 3m with Y-piece (10 PACK) - N/A (4171223)|NWE887944|AUD|0.00|65.48|0.00|65.48|65.48
Sales - Norwest Private Hospital|27 Aug 2024|Receivable Invoice|Norwest Private - Tip Control RF Instrument Bipo - D 2.5mm, WL 280mm - Plug to Radioblator RF 4MHz - Single Use - N/A (4993691)|NWE887944|AUD|0.00|872.37|0.00|872.37|872.37
Sales - Norwest Private Hospital|27 Aug 2024|Receivable Invoice|Norwest Private - Irrigation Tube Set Spike - L 3m with Y-piece (10 PACK) - N/A (4171223)|NWE887945|AUD|0.00|65.48|0.00|65.48|65.48
Sales - Norwest Private Hospital|27 Aug 2024|Receivable Invoice|Norwest Private - Tip Control RF Instrument Bipo - D 2.5mm, WL 280mm - Plug to Radioblator RF 4MHz - Single Use - N/A (4993691)|NWE887945|AUD|0.00|872.37|0.00|872.37|872.37
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|PENNYCUICK (June Comms)|AUD|0.00|563.40|0.00|563.40|563.40
Sales - The Wesley Hospital- Brisbane|05 Aug 2024|Receivable Invoice|Precision Surgical - ADD 14mm, Height 24-40mm, 6 Deg - ER309 (CS 2250-14-246)|PO-0341|AUD|0.00|1,176.00|0.00|1,176.00|1,176.00
Sales - St Vincent's Private Hospital Sydney|02 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Standalone Locking Cervical Cage Size 6 Standard - IY029 - 322672 (HRC6Sd)|PO00044536|AUD|0.00|3,329.60|0.00|3,329.60|3,329.60
Sales - St Vincent's Private Hospital Sydney|02 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Noraker Glass Boneputty 1cc - IY001 - 341771 (GB-IP 1.0)|PO00044536|AUD|0.00|820.80|0.00|820.80|820.80
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Noraker Glass Boneputty 1cc - IY001 - 341771 (GB-IP 1.0)|PO00048632|AUD|0.00|2,052.00|0.00|2,052.00|2,052.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Standalone Locking Cervical Cage Size 6 Standard - IY029 - 322672 (HRC6Sd)|PO00048632|AUD|0.00|4,162.00|0.00|4,162.00|4,162.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Caspar Traction Screws 12mm - N/A - 259733 (FF912SB)|PO00048632|AUD|0.00|400.00|0.00|400.00|400.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Tesera SC Cage - Large, 7 Deg, 17.5 x 15 x 6 mm - IY055 - 354092 (1050-217-506)|PO00048632|AUD|0.00|4,162.00|0.00|4,162.00|4,162.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Tesera SC Locking Plate - IY057 - 354092 (1050-003-004)|PO00048632|AUD|0.00|391.00|0.00|391.00|391.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Tesera SC Screw, Self-Drilling - 4.0 x 12 mm - IY056 - 354092 (1050-140-012)|PO00048632|AUD|0.00|558.00|0.00|558.00|558.00
Sales - St Vincent's Private Hospital Sydney|02 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Tip Control RF Instrument Bipo - D 2.5mm, WL 280mm - Plug to Radioblator RF 4MHz - Single Use - N/A (4993691)|PO00051777|AUD|0.00|872.37|0.00|872.37|872.37
Sales - St Vincent's Private Hospital Sydney|02 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Matrix Endoscopic Drape (5 pack) - N/A - 428576 (MATED001)|PO00051777|AUD|0.00|85.00|0.00|85.00|85.00
Sales - St Vincent's Private Hospital Sydney|02 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Irrigation Tube Set Spike - L 3m with Y-piece (10 PACK) - N/A (4171223)|PO00051777|AUD|0.00|65.48|0.00|65.48|65.48
Sales - St Vincent's Private Hospital Sydney|27 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Katana Polyaxial Screw, 6.5x40mm - IY004 - 236041 (ES-04-1640)|PO00053487, PO00053488|AUD|0.00|2,248.00|0.00|2,248.00|2,248.00
Sales - St Vincent's Private Hospital Sydney|27 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Katana Polyaxial Screw, 5.5x45mm - IY004 - 236041 (ES-04-1545)|PO00053487, PO00053488|AUD|0.00|2,248.00|0.00|2,248.00|2,248.00
Sales - St Vincent's Private Hospital Sydney|27 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Katana Polyaxial Screw, 5.5x40mm - IY004 - 236041 (ES-04-1540)|PO00053487, PO00053488|AUD|0.00|2,248.00|0.00|2,248.00|2,248.00
Sales - St Vincent's Private Hospital Sydney|27 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Noraker Glass Boneputty 10cc - IY002 - 341771 (GB-IP 10.0)|PO00053487, PO00053488|AUD|0.00|2,185.00|0.00|2,185.00|2,185.00
Sales - St Vincent's Private Hospital Sydney|27 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Shinto PLIF 12 Deg Cage, 21x10mm - IY037 - 236042 (ES-03-122110)|PO00053487, PO00053488|AUD|0.00|6,626.00|0.00|6,626.00|6,626.00
Sales - St Vincent's Private Hospital Sydney|27 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Shinto PLIF 12 Deg Cage, 21x8mm - IY037 - 236042 (ES-03-122108)|PO00053487, PO00053488|AUD|0.00|6,626.00|0.00|6,626.00|6,626.00
Sales - St Vincent's Private Hospital Sydney|27 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Katana Set Screw - IY010 - 236041 (ES-04-7000)|PO00053487, PO00053488|AUD|0.00|864.00|0.00|864.00|864.00
Sales - St Vincent's Private Hospital Sydney|27 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Katana Pre-lordorsed MIS Rod, 55mm - IY024 - 236041 (ES-04-5055)|PO00053487, PO00053488|AUD|0.00|710.00|0.00|710.00|710.00
Sales - Allograft|27 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - ENHANCE Demineralized Cortical Fibers Large 5cc Freeze-Dried - CAA22 - 299298 (AU422205)|PO00053487, PO00053488|AUD|0.00|2,845.00|0.00|2,845.00|2,845.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Noraker Glass Boneputty 10cc - IY002 - 341771 (GB-IP 10.0)|PO00053494|AUD|0.00|2,185.00|0.00|2,185.00|2,185.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Katana Polyaxial Screw, 7.5x40mm - IY004 - 236041 (ES-04-1740)|PO00053494|AUD|0.00|2,248.00|0.00|2,248.00|2,248.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Katana Polyaxial Screw, 5.5x40mm - IY004 - 236041 (ES-04-1540)|PO00053494|AUD|0.00|7,868.00|0.00|7,868.00|7,868.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Katana Polyaxial Screw, 4.5x45mm - IY004 - 236041 (ES-04-1445)|PO00053494|AUD|0.00|1,124.00|0.00|1,124.00|1,124.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Katana Polyaxial Screw, 5.5x45mm - IY004 - 236041 (ES-04-1545)|PO00053494|AUD|0.00|2,248.00|0.00|2,248.00|2,248.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Katana Polyaxial Screw, 7.5x45mm - IY004 - 236041 (ES-04-1745)|PO00053494|AUD|0.00|3,372.00|0.00|3,372.00|3,372.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Katana Polyaxial Screw, 8.5x45mm - IY004 - 236041 (ES-04-1845)|PO00053494|AUD|0.00|2,248.00|0.00|2,248.00|2,248.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Katana Polyaxial Screw, 8.5x80mm - IY004 - 236041 (ES-04-1880)|PO00053494|AUD|0.00|1,124.00|0.00|1,124.00|1,124.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Katana Polyaxial Screw, 8.5x90mm - IY004 - 236041 (ES-04-1890)|PO00053494|AUD|0.00|1,124.00|0.00|1,124.00|1,124.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Katana Set Screw - IY010 - 236041 (ES-04-7000)|PO00053494|AUD|0.00|2,880.00|0.00|2,880.00|2,880.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Katana Cross Connector - Large - IY018 - 236041 (ES-04-6103)|PO00053494|AUD|0.00|2,274.00|0.00|2,274.00|2,274.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Noraker Glass Boneputty 2.5cc - IY001 - 341771 (GB-IP 2.5)|PO00053494|AUD|0.00|2,052.00|0.00|2,052.00|2,052.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Katana Rod, 500mm - IY026 - 236041 (ES-04-4500)|PO00053494|AUD|0.00|2,704.00|0.00|2,704.00|2,704.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Noraker Glass Boneputty 10cc - IY002 - 341771 (GB-IP 10.0)|PO00054193|AUD|0.00|2,185.00|0.00|2,185.00|2,185.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - INSTRUMENT LOAN FEE (BRAINLAB Iliac Pin Tray Loan Fee)|PO00054193|AUD|0.00|950.00|0.00|950.00|950.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Noraker Glass Boneputty 2.5cc - IY001 - 341771 (GB-IP 2.5)|PO00056996|AUD|0.00|4,104.00|0.00|4,104.00|4,104.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Noraker Glass Boneputty 2.5cc - IY001 - 341771 (GB-IP 2.5)|PO00057000|AUD|0.00|3,078.00|0.00|3,078.00|3,078.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Tesera-k SA Cage - 38mm X 30mm x 13mm, 12 Deg Lordosis  - IY054 - 354092 (1067-138-013)|PO00057000|AUD|0.00|5,948.00|0.00|5,948.00|5,948.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Tesera SA Locking Plate - IY057 - 354092 (1028-003-001)|PO00057000|AUD|0.00|391.00|0.00|391.00|391.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Tesera SA Variable Angle Hex Screw - 4.5 x 25 mm - IY056 - 354092 (1028-453-225)|PO00057000|AUD|0.00|372.00|0.00|372.00|372.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Tesera SA Variable Angle Hex Screw - 4.5 x 25 mm - IY056 - 354092 (1028-453-225)|PO00057000|AUD|0.00|372.00|0.00|372.00|372.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Tesera-k SA Cage - 34mm X 28mm x 11mm, 12 Deg Lordosis  - IY054 - 354092 (1067-134-811)|PO00057000|AUD|0.00|5,948.00|0.00|5,948.00|5,948.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Tesera SA Locking Plate - IY057 - 354092 (1028-003-001)|PO00057000|AUD|0.00|391.00|0.00|391.00|391.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Tesera SA Variable Angle Hex Screw - 4.5 x 25 mm - IY056 - 354092 (1028-453-225)|PO00057000|AUD|0.00|930.00|0.00|930.00|930.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Tesera SA Variable Angle Hex Screw - 4.5 x 25 mm - IY056 - 354092 (1028-453-225)|PO00057000|AUD|0.00|372.00|0.00|372.00|372.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Tesera-k SA Cage - 38mm X 30mm x 13mm, 17 Deg Lordosis  - IY054 - 354092 (1067-238-013)|PO00057000|AUD|0.00|5,948.00|0.00|5,948.00|5,948.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Tesera SA Locking Plate - IY057 - 354092 (1028-003-001)|PO00057000|AUD|0.00|391.00|0.00|391.00|391.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Noraker Glass Boneputty 2.5cc - IY001 - 341771 (GB-IP 2.5)|PO00057000|AUD|0.00|1,026.00|0.00|1,026.00|1,026.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Tesera SA Variable Angle Hex Screw - 4.5 x 25 mm - IY056 - 354092 (1028-453-225)|PO00057000|AUD|0.00|372.00|0.00|372.00|372.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Tesera-k SA Cage - 38mm X 30mm x 13mm, 17 Deg Lordosis  - IY054 - 354092 (1067-238-013)|PO00057000|AUD|0.00|5,948.00|0.00|5,948.00|5,948.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Tesera SA Locking Plate - IY057 - 354092 (1028-003-001)|PO00057000|AUD|0.00|391.00|0.00|391.00|391.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Noraker Glass Boneputty 2.5cc - IY001 - 341771 (GB-IP 2.5)|PO00057015|AUD|0.00|4,104.00|0.00|4,104.00|4,104.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Shuriken TLIF 12 Deg Cage, 30x7mm - IY036 - 236041 (ES-03-1207)|PO00057015|AUD|0.00|3,313.00|0.00|3,313.00|3,313.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Katana Polyaxial Screw, 6.5x45mm - IY004 - 236041 (ES-04-1645)|PO00057015|AUD|0.00|2,170.00|0.00|2,170.00|2,170.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Katana Polyaxial Screw, 7.5x40mm - IY004 - 236041 (ES-04-1740)|PO00057015|AUD|0.00|2,170.00|0.00|2,170.00|2,170.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Katana Pre-lordorsed Rod, 35mm (non-tip) - IY024 - 236041 (ES-04-3035)|PO00057015|AUD|0.00|680.00|0.00|680.00|680.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Katana Set Screw - IY010 - 236041 (ES-04-7000)|PO00057015|AUD|0.00|572.00|0.00|572.00|572.00
Sales - St Vincent's Private Hospital Sydney|06 Aug 2024|Receivable Invoice|St Vincent's Private Hospital Sydney - Disposable Caspar Pin, 14mm - N/A - 236041 (132-20-0002)|PO00057327|AUD|0.00|370.00|0.00|370.00|370.00
Sales - South Eastern Sydney Local Health (St George)|30 Aug 2024|Receivable Invoice|St John of God - Berwick - Katana Polyaxial Screw, 6.5x45mm - IY004 - 236041 (ES-04-1645)|POG0028826|AUD|0.00|4,340.00|0.00|4,340.00|4,340.00
Sales - South Eastern Sydney Local Health (St George)|30 Aug 2024|Receivable Invoice|St John of God - Berwick - Nitinol K-Wire 1.3x540mm (Beveled - MIS) - N/A - 236041 (ES-7002)|POG0028826|AUD|0.00|480.00|0.00|480.00|480.00
Sales - South Eastern Sydney Local Health (St George)|30 Aug 2024|Receivable Invoice|St John of God - Berwick - Katana Pre-lordorsed MIS Rod, 45mm - IY024 - 236041 (ES-04-5045)|POG0028826|AUD|0.00|340.00|0.00|340.00|340.00
Sales - South Eastern Sydney Local Health (St George)|30 Aug 2024|Receivable Invoice|St John of God - Berwick - Katana Pre-lordorsed MIS Rod, 50mm - IY024 - 236041 (ES-04-5050)|POG0028826|AUD|0.00|340.00|0.00|340.00|340.00
Sales - South Eastern Sydney Local Health (St George)|30 Aug 2024|Receivable Invoice|St John of God - Berwick - Katana Set Screw - IY010 - 236041 (ES-04-7000)|POG0028826|AUD|0.00|572.00|0.00|572.00|572.00
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|POLJAKOVA (June Comms)|AUD|0.00|1,126.80|0.00|1,126.80|1,126.80
Sales - Prince of Wales Private Hospital|21 Aug 2024|Receivable Invoice|Prince of Wales Private Hospital - Noraker Glass Boneputty 1cc - IY001 - 341771 (GB-IP 1.0)|POW881857|AUD|0.00|2,052.00|0.00|2,052.00|2,052.00
Sales - Prince of Wales Private Hospital|21 Aug 2024|Receivable Invoice|Prince of Wales Private Hospital - Standalone Locking Cervical Cage Size 5, Large - IY029 - 322672 (HRC5Ld)|POW881857|AUD|0.00|4,162.00|0.00|4,162.00|4,162.00
Sales - Prince of Wales Private Hospital|21 Aug 2024|Receivable Invoice|Prince of Wales Private Hospital - Standalone Locking Cervical Cage Size 6, Large - IY029 - 322672 (HRC6Ld)|POW881857|AUD|0.00|4,162.00|0.00|4,162.00|4,162.00
Sales - Prince of Wales Private Hospital|21 Aug 2024|Receivable Invoice|Prince of Wales Private Hospital - Disposable Caspar Pin, 16mm - N/A - 236041 (132-20-0003)|POW881857|AUD|0.00|370.00|0.00|370.00|370.00
